Timestamp,Turbine_ID,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg,Hyd_Oil_Temp_Avg,Gear_Oil_Temp_Avg,Gear_Bear_Temp_Avg,Nac_Temp_Avg,Rtr_RPM_Max,Rtr_RPM_Min,Rtr_RPM_Avg,Amb_WindSpeed_Max,Amb_WindSpeed_Min,Amb_WindSpeed_Avg,Amb_WindSpeed_Std,Amb_WindDir_Relative_Avg,Amb_WindDir_Abs_Avg,Amb_Temp_Avg,Prod_LatestAvg_ActPwrGen0,Prod_LatestAvg_ActPwrGen1,Prod_LatestAvg_TotActPwr,Prod_LatestAvg_ReactPwrGen0,Prod_LatestAvg_ReactPwrGen1,Prod_LatestAvg_TotReactPwr,HVTrafo_Phase1_Temp_Avg,HVTrafo_Phase2_Temp_Avg,HVTrafo_Phase3_Temp_Avg,Grd_InverterPhase1_Temp_Avg,Cont_Top_Temp_Avg,Cont_Hub_Temp_Avg,Cont_VCP_Temp_Avg,Gen_SlipRing_Temp_Avg,Spin_Temp_Avg,Blds_PitchAngle_Min,Blds_PitchAngle_Max,Blds_PitchAngle_Avg,Blds_PitchAngle_Std,Cont_VCP_ChokcoilTemp_Avg,Grd_RtrInvPhase1_Temp_Avg,Grd_RtrInvPhase2_Temp_Avg,Grd_RtrInvPhase3_Temp_Avg,Cont_VCP_WtrTemp_Avg,Grd_Prod_Pwr_Avg,Grd_Prod_CosPhi_Avg,Grd_Prod_Freq_Avg,Grd_Prod_VoltPhse1_Avg,Grd_Prod_VoltPhse2_Avg,Grd_Prod_VoltPhse3_Avg,Grd_Prod_CurPhse1_Avg,Grd_Prod_CurPhse2_Avg,Grd_Prod_CurPhse3_Avg,Grd_Prod_Pwr_Max,Grd_Prod_Pwr_Min,Grd_Busbar_Temp_Avg,Rtr_RPM_Std,Amb_WindSpeed_Est_Avg,Grd_Prod_Pwr_Std,Grd_Prod_ReactPwr_Avg,Grd_Prod_ReactPwr_Max,Grd_Prod_ReactPwr_Min,Grd_Prod_ReactPwr_Std,Grd_Prod_PsblePwr_Avg,Grd_Prod_PsblePwr_Max,Grd_Prod_PsblePwr_Min,Grd_Prod_PsblePwr_Std,Grd_Prod_PsbleInd_Avg,Grd_Prod_PsbleInd_Max,Grd_Prod_PsbleInd_Min,Grd_Prod_PsbleInd_Std,Grd_Prod_PsbleCap_Avg,Grd_Prod_PsbleCap_Max,Grd_Prod_PsbleCap_Min,Grd_Prod_PsbleCap_Std,Gen_Bear2_Temp_Avg,Nac_Direction_Avg,Min_Windspeed1,Max_Windspeed1,Avg_Windspeed1,Var_Windspeed1,Min_Windspeed2,Max_Windspeed2,Avg_Windspeed2,Var_Windspeed2,Min_AmbientTemp,Max_AmbientTemp,Avg_AmbientTemp,Min_Pressure,Max_Pressure,Avg_Pressure,Min_Humidity,Max_Humidity,Avg_Humidity,Min_Precipitation,Max_Precipitation,Avg_Precipitation,Max_Raindetection,Anemometer1_Avg_Freq,Anemometer2_Avg_Freq,Pressure_Avg_Freq,components,RUL (Target),Failure (Target)
2016-01-11 00:00:00+00:00,T01,204153.7,164291.4,183480.2,10134.6,8664.0,13460,12943,12758,6271,7223,7927,4341,1793.8,1436.2,1613.3,2714.6,204.3,1192.5,274.0,-20.299999999999983,36342.3,2426,-56543,26767456.0,26710915.0,-37716,-3428005,-3465723,10040,12601,12975,5683,5866,3872,6059,4579,2738,346.4,2196.7,969.1,449.40000000000003,13861,5736,5728,5618,5320,160246.6,133.1,7200.3,57558.4,57317.8,57536.9,134970.0,138116.4,134819.7,196615.9,92824.1,5871,95.4,1180.9,23257.7,-20796.2,-11065.1,-28282.9,2809.8,162618.9,192687.3,91452.0,23413.0,-82251.8,-58156.399999999994,-110072.9,17557.7,66945.0,109095.3,41172.9,20274.6,7934,37081.8,857.9,1839.8,1323.1,326.26,862.5,1838.4,1323.4,328.04,2181.0,2304,2256.0,145548.0,145611,145576.0,11930.0,12332,12138.0,6,26,16,0,26028,26029,59171,,1.0,0
2016-01-12 00:00:00+00:00,T01,132257.8,100239.1,116118.0,9019.7,5468.0,6568,6575,6505,3763,6094,6463,3377,1155.7,845.3,1000.9,1482.6,129.9,583.1,128.8,252.89999999999998,18997.0,2008,-62745,4529626.0,4466877.0,-35070,-1081081,-1116151,8850,10117,8823,4842,4920,3395,5131,2990,2321,1289.0,1893.4,1529.0,150.7,8918,4818,4785,4766,4544,26801.5,125.4,7200.2,57590.6,57422.9,57107.8,24660.4,26916.6,26243.8,48926.0,8020.0,4372,89.5,594.0,9000.1,-6693.7,4521.1,-18557.7,4599.7,27469.1,51283.5,9854.1,9044.2,-61055.3,-40656.2,-73622.5,7753.8,61051.1,73622.5,40304.3,7782.9,4414,17665.0,487.8,875.5,680.9,55.51,478.1,860.2,669.6,53.2,1804.0,1910,1850.0,146269.0,146320,146291.0,10952.0,11320,11130.0,0,2,1,0,13155,12931,59887,,1.0,0
2016-01-13 00:00:00+00:00,T01,196864.4,169433.5,185816.5,6186.599999999999,7174.0,10390,10098,9946,3887,7168,7753,3766,1740.1,1487.8,1639.2,2098.2,291.1,1040.2,179.0,22.8,15003.9,2184,-25802,20429859.0,20404057.0,-7640,-3010502,-3018142,9573,11399,10678,5297,5298,3525,5540,3791,2412,395.2,828.6,550.5,87.0,11942,5352,5340,5266,4934,122420.3,140.7,7199.9,57544.1,57323.0,57561.9,102403.1,105466.6,102756.1,167510.9,74285.4,5158,57.5,1029.6,19186.8,-18109.4,-15294.6,-20217.5,820.8,122772.1,167279.3,73182.8,19375.5,-107996.0,-87091.0,-113585.8,5768.7,100773.7,113473.3,73765.4,9736.9,6158,14619.9,832.7,1310.2,1070.5,63.41,834.5,1318.8,1078.4,64.15,2003.0,2123,2064.0,146227.0,146287,146263.0,9579.0,9878,9709.0,0,0,0,0,20977,21126,59856,,1.0,0
2016-01-14 00:00:00+00:00,T01,144101.4,115863.6,131267.1,7486.8,5110.0,7158,7206,7156,3821,6291,6671,3676,1260.0,991.8000000000001,1143.1,1305.9,165.1,588.5,108.9,-544.1999999999999,27951.0,2316,-62283,3216683.0,3154400.0,-45616,-1309848,-1355465,8665,10174,9082,5296,5212,3837,5612,3245,2756,889.8,1800.1000000000001,1125.6,183.2,10993,5190,5135,5135,5139,18924.7,114.10000000000001,7199.7,57543.9,57406.4,57102.7,18567.2,20921.6,19277.600000000002,33058.7,6966.6,4951,72.0,598.5,5390.6,-8125.6,2074.7,-16047.8,3495.7999999999997,19775.5,35071.5,8573.2,5490.9,-65588.8,-34438.0,-83785.4,11327.4,65587.9,83785.4,34328.7,11335.0,4578,28495.1,449.4,846.9,649.8,50.47,445.0,850.1,650.6,51.27,2120.0,2247,2180.0,145983.0,146048,146020.0,11649.0,11916,11772.0,0,0,0,0,12532,12539,59608,,1.0,0
2016-01-15 00:00:00+00:00,T01,161694.4,128711.6,144024.2,8394.1,5104.0,7477,7478,7421,3794,6568,6989,3564,1426.1,1120.7,1262.5,1669.0,170.4,696.6,135.20000000000002,-197.4,43722.2,2150,-47211,6534079.0,6486868.0,-29083,-1913581,-1942664,9616,10850,9312,5287,5154,3611,5557,3204,2535,770.1,1325.7,941.0,102.60000000000001,11103,5224,5189,5168,5105,38928.7,128.5,7199.9,57539.4,57361.8,57113.4,33667.9,36567.1,34544.1,66976.9,15611.7,4899,78.0,703.1,11002.3,-11655.3,-7130.400000000001,-14495.5,1206.6,39390.3,69057.0,16671.5,11067.6,-85280.8,-61864.4,-93992.7,6827.2,85019.4,93992.7,61040.2,7128.7,4691,45360.1,588.1,997.6,795.3,53.51,581.6,988.6,789.2,53.27,1953.0,2059,1995.0,146173.0,146228,146210.0,11998.0,12256,12114.0,2,6,3,0,15460,15334,59803,,1.0,0
2016-01-16 00:00:00+00:00,T01,150472.4,106467.8,129226.8,12957.8,4804.0,6903,6874,6789,3718,6321,6716,3401,1321.9,920.1,1131.2,1510.6,158.5,678.2,145.0,8.10000000000001,13624.3,1922,-44535,6873123.0,6828586.0,-13684,-1761488,-1775172,9238,10371,8874,4941,4968,3429,5148,2989,2368,1076.1,1944.3,1340.9,189.3,8957,4942,4910,4883,4591,40980.6,132.0,7200.1,57510.5,57328.7,57171.4,35886.2,38044.2,36742.1,72253.2,15804.9,4425,118.5,684.0,11966.7,-10651.6,235.80000000000027,-17396.1,2957.1,42038.8,76003.4,16969.4,12389.1,-70719.7,-57661.9,-81171.5,4344.3,70625.5,81171.5,56088.6,4602.400000000001,4528,14335.8,586.7,997.5,789.7,53.13,588.2,999.0,791.1,53.82,1757.0,1873,1813.0,146710.0,146763,146736.0,8645.0,9186,8899.0,0,2,1,0,15346,15371,60333,,1.0,0
2016-01-17 00:00:00+00:00,T01,221185.1,187160.9,205844.6,7709.6,7009.0,11505,11157,11006,4130,7645,8247,3678,1955.7,1654.8,1820.1,2399.2,256.8,1118.0,210.1,148.4,14676.3,1986,-18261,22682445.0,22664185.0,-13800,-3728839,-3742640,9760,11798,11261,5280,5393,3442,5667,3839,2279,-78.3,564.9,122.49999999999999,132.3,13937,5325,5306,5221,4928,135976.2,137.6,7200.6,57520.8,57301.6,57503.4,113999.6,117516.4,114244.6,190217.0,78914.0,5368,68.0,1119.8,23308.7,-22454.0,-18628.5,-24729.8,1103.1,136192.2,188780.3,77172.4,23311.4,-122222.4,-93827.9,-132623.3,9647.9,113695.4,132503.6,78224.6,13391.8,6242,14528.5,917.7,1477.6,1198.3,82.72,923.2,1481.6,1205.0,83.23,1793.0,1916,1834.0,146433.0,146493,146462.0,9085.0,9285,9167.0,0,0,0,0,23522,23646,60057,,1.0,0
2016-01-18 00:00:00+00:00,T01,72408.1,48425.2,60794.1,7333.2,4665.0,5285,5307,5261,3748,5573,5688,3440,620.1,353.1,503.6,1097.1,86.5,421.7,96.0,-1275.4,36245.1,1993,-88335,841854.0,753518.0,-36041,-365575,-401612,8491,9680,8418,4549,4687,3339,4779,2730,2356,2394.1,3197.4,2662.6,156.4,6210,4499,4477,4477,4210,4522.0,129.1,7199.9,57628.3,57551.2,57174.5,5668.1,6468.9,6171.400000000001,9827.8,-1610.9,3922,81.0,425.0,2259.9,-2406.6,7136.599999999999,-10155.6,2868.1,5914.2,13222.3,1507.2,2502.0,-17746.3,-6985.5,-29887.6,5524.9,17746.3,29887.6,6985.5,5524.9,3980,40758.6,396.2,645.2,522.5,21.91,392.8,637.7,517.7,21.67,1805.0,1923,1862.0,146085.0,146158,146118.0,9252.0,9637,9435.0,0,0,0,0,9983,9869,59710,,1.0,0
2016-01-19 00:00:00+00:00,T01,42723.9,19638.3,30649.0,7829.0,3781.0,4675,4673,4613,3742,4928,4954,3331,359.2,137.1,248.8,821.6,82.10000000000001,315.8,76.5,552.9,31890.8,2074,-101274,149592.0,48319.0,-34888,-53982,-88869,8701,9729,8281,4322,4654,3540,4609,2594,2496,3707.8,4600.2,4077.3,222.70000000000002,4625,4289,4274,4279,3961,290.0,133.2,7199.5,57647.7,57607.4,57246.8,1829.7,2049.3,2059.6,2386.2,-3234.3,3596,75.0,316.6,839.4,-529.8,7961.7,-6758.0,2032.6,1720.5,5785.2,317.59999999999997,1117.1,-4175.5,-1558.1999999999998,-12067.6,2016.7,4175.5,12067.6,1558.1999999999998,2016.7,3692,35656.5,270.4,472.5,369.7,17.330000000000002,267.1,469.1,366.2,17.11,1870.0,1980,1934.0,145714.0,145765,145735.0,9645.0,10186,9916.0,0,0,0,0,6902,6838,59328,,1.0,0
2016-01-20 00:00:00+00:00,T01,121563.7,76036.6,100679.7,14629.2,5154.0,6560,6544,6491,3917,5898,6247,3568,1059.6,646.9,870.4,1190.0,124.10000000000001,537.5,109.7,-273.4,34859.3,2299,-93135,3147206.0,3054075.0,-53886,-762373,-816263,9378,10476,8985,5030,4974,3652,5240,3132,2600,1710.2,3408.4,2240.3,408.0,8292,4967,4916,4918,4812,18320.5,115.0,7199.6,57549.3,57448.6,57169.7,18876.9,19955.9,19341.6,34871.0,5515.7,4509,134.9,538.6,6190.3,-4894.8,14090.3,-18795.5,5877.5,20158.8,38814.2,8290.7,6680.2,-32677.2,-19329.6,-55331.2,8106.0,32323.0,55331.2,17165.7,8650.6,5500,36213.7,447.5,772.0,604.5,42.97,439.8,770.7,601.7,44.34,2109.0,2228,2159.0,145524.0,145577,145543.0,11850.0,12240,12034.0,17,103,57,0,11607,11559,59137,,1.0,0
2016-01-21 00:00:00+00:00,T01,30135.0,20890.5,25373.5,2639.3,3740.0,4468,4475,4420,3770,4867,4849,3436,224.70000000000002,118.8,171.4,758.8,84.5,313.3,68.0,-1912.9,22463.2,2318,-94257,161174.0,66916.0,-33586,-81466,-115052,8874,9890,8426,4374,4585,3707,4715,2795,2630,3089.5,3321.0,3256.7,28.3,4350,4307,4282,4291,4042,402.7,137.5,7199.6,57558.0,57550.1,57081.6,1439.5,1756.5,1771.1000000000001,1690.0,-3064.3,3692,34.9,314.1,786.1,-688.2,1826.7,-4757.8,975.0,1339.9,4118.7,253.79999999999998,835.3,-4601.0,-1243.1000000000001,-8538.9,1877.6,4601.0,8538.9,1243.1000000000001,1877.6,3888,24737.5,199.4,373.3,284.3,11.13,194.1,374.2,282.5,11.85,2166.0,2285,2239.0,146152.0,146210,146185.0,13100.0,13330,13206.0,0,0,0,0,5194,5157,59778,,1.0,0
2016-01-22 00:00:00+00:00,T01,89549.6,67262.7,77438.9,6648.8,4449.0,5353,5374,5316,4039,5129,5427,3686,760.1,541.4,640.3,1023.9,120.5,466.8,94.0,751.9,14054.7,2497,-72518,1926552.0,1854033.0,-33111,-754700,-787811,9217,10235,8733,4793,4909,3935,5140,3201,2900,2075.7999999999997,2625.0,2315.2,142.1,6452,4715,4690,4687,4591,11128.3,128.3,7200.0,57592.9,57498.5,57174.9,11164.9,12280.6,11586.5,21482.9,1875.7,4230,71.10000000000001,475.8,4052.6,-4725.3,2366.0,-10563.2,2151.5,12272.0,25078.6,4384.8,4391.2,-31797.0,-19170.7,-42828.1,5268.3,31789.1,42828.1,18842.6,5305.2,4570,12942.6,382.5,651.5,515.5,24.29,384.6,651.8,518.3,24.64,2324.0,2459,2382.0,146856.0,146909,146876.0,11390.0,11797,11584.0,0,4,2,0,9834,9883,60468,,1.0,0
2016-01-23 00:00:00+00:00,T01,233618.9,198348.6,219398.8,7685.7,8012.0,11101,10835,10697,4075,7598,8279,3993,2068.8,1757.7,1943.2,2242.8,303.6,1111.5,191.8,-276.90000000000003,16508.5,2445,-2144,20601118.0,20598974.0,-953,-3865239,-3866193,10332,12078,11113,5736,5799,3870,6205,4169,2734,-349.1,58.7,-241.70000000000002,72.5,14430,5777,5747,5666,5502,123591.1,137.7,7200.0,57430.0,57214.7,57533.6,104700.3,107401.5,103611.9,180899.8,68213.8,5849,67.5,1107.0,23814.3,-23196.8,-21239.5,-24691.9,798.9,123575.3,181135.9,66093.8,23814.9,-135826.0,-115173.6,-143223.0,6871.0,131592.1,143223.0,101188.2,10137.4,7663,16785.9,841.2,1466.7,1153.6,113.22,850.3,1477.5,1163.7,114.02,2218.0,2339,2292.0,147146.0,147195,147174.0,10948.0,11221,11082.0,0,0,0,0,22620,22825,60767,,1.0,0
