Timestamp,Turbine_ID,Gen_RPM_Max,Gen_RPM_Min,Gen_RPM_Avg,Gen_RPM_Std,Gen_Bear_Temp_Avg,Gen_Phase1_Temp_Avg,Gen_Phase2_Temp_Avg,Gen_Phase3_Temp_Avg,Hyd_Oil_Temp_Avg,Gear_Oil_Temp_Avg,Gear_Bear_Temp_Avg,Nac_Temp_Avg,Rtr_RPM_Max,Rtr_RPM_Min,Rtr_RPM_Avg,Amb_WindSpeed_Max,Amb_WindSpeed_Min,Amb_WindSpeed_Avg,Amb_WindSpeed_Std,Amb_WindDir_Relative_Avg,Amb_WindDir_Abs_Avg,Amb_Temp_Avg,Prod_LatestAvg_ActPwrGen0,Prod_LatestAvg_ActPwrGen1,Prod_LatestAvg_TotActPwr,Prod_LatestAvg_ReactPwrGen0,Prod_LatestAvg_ReactPwrGen1,Prod_LatestAvg_TotReactPwr,HVTrafo_Phase1_Temp_Avg,HVTrafo_Phase2_Temp_Avg,HVTrafo_Phase3_Temp_Avg,Grd_InverterPhase1_Temp_Avg,Cont_Top_Temp_Avg,Cont_Hub_Temp_Avg,Cont_VCP_Temp_Avg,Gen_SlipRing_Temp_Avg,Spin_Temp_Avg,Blds_PitchAngle_Min,Blds_PitchAngle_Max,Blds_PitchAngle_Avg,Blds_PitchAngle_Std,Cont_VCP_ChokcoilTemp_Avg,Grd_RtrInvPhase1_Temp_Avg,Grd_RtrInvPhase2_Temp_Avg,Grd_RtrInvPhase3_Temp_Avg,Cont_VCP_WtrTemp_Avg,Grd_Prod_Pwr_Avg,Grd_Prod_CosPhi_Avg,Grd_Prod_Freq_Avg,Grd_Prod_VoltPhse1_Avg,Grd_Prod_VoltPhse2_Avg,Grd_Prod_VoltPhse3_Avg,Grd_Prod_CurPhse1_Avg,Grd_Prod_CurPhse2_Avg,Grd_Prod_CurPhse3_Avg,Grd_Prod_Pwr_Max,Grd_Prod_Pwr_Min,Grd_Busbar_Temp_Avg,Rtr_RPM_Std,Amb_WindSpeed_Est_Avg,Grd_Prod_Pwr_Std,Grd_Prod_ReactPwr_Avg,Grd_Prod_ReactPwr_Max,Grd_Prod_ReactPwr_Min,Grd_Prod_ReactPwr_Std,Grd_Prod_PsblePwr_Avg,Grd_Prod_PsblePwr_Max,Grd_Prod_PsblePwr_Min,Grd_Prod_PsblePwr_Std,Grd_Prod_PsbleInd_Avg,Grd_Prod_PsbleInd_Max,Grd_Prod_PsbleInd_Min,Grd_Prod_PsbleInd_Std,Grd_Prod_PsbleCap_Avg,Grd_Prod_PsbleCap_Max,Grd_Prod_PsbleCap_Min,Grd_Prod_PsbleCap_Std,Gen_Bear2_Temp_Avg,Nac_Direction_Avg,Min_Windspeed1,Max_Windspeed1,Avg_Windspeed1,Var_Windspeed1,Min_Windspeed2,Max_Windspeed2,Avg_Windspeed2,Var_Windspeed2,Min_AmbientTemp,Max_AmbientTemp,Avg_AmbientTemp,Min_Pressure,Max_Pressure,Avg_Pressure,Min_Humidity,Max_Humidity,Avg_Humidity,Min_Precipitation,Max_Precipitation,Avg_Precipitation,Max_Raindetection,Anemometer1_Avg_Freq,Anemometer2_Avg_Freq,Pressure_Avg_Freq,components,Failure (Target),reconstruction_error,predicted_faulty
2016-05-30 00:00:00+00:00,0,145189.1,108177.0,127435.3,10410.4,6224.0,7892,7846,7773,4395,6492,6892,4118,1269.1,930.4,1109.7,1645.2,144.1,655.2,143.20000000000002,-70.40000000000002,38591.9,2845,-83642,6799339.0,6715697.0,-51281,-1603301,-1654583,9994,11338,9896,5218,5322,4276,5631,3828,3288,1091.0,2043.3,1383.8,199.0,9857,5148,5104,5083,5050,40293.4,125.0,7200.1,57578.9,57380.8,57326.2,35935.0,37653.4,35931.0,73492.2,12363.0,4928,95.7,646.2,13421.8,-9928.7,1399.1,-16174.2,2800.4,41380.8,76605.0,14943.9,13499.0,-60735.5,-33092.0,-78840.4,13454.6,60281.6,78840.4,28242.6,14292.4,6158,39743.0,518.3,1005.6,5.284722222222222,86.1,514.2,993.7,5.230555555555556,84.64,2615.0,2735,18.631944444444443,145509.0,145530,1010.5347222222222,9138.0,9448,64.49305555555556,0,0,0,0,102.47222222222224,101.29166666666669,410.5138888888889,GEARBOX,1,0.08836341077038587,False
2016-05-31 00:00:00+00:00,0,128899.3,67749.8,96174.9,19831.0,6234.0,6843,6866,6829,4975,6551,6825,4463,1131.3,569.8,837.9,1164.4,142.1,524.3,111.6,846.2,24884.0,3307,-127187,2122190.0,1995006.0,-111358,-577744,-689101,9044,10472,9439,5332,5580,4711,5876,4139,3702,1342.5,3602.2,2148.0,579.7,8715,5208,5149,5163,5266,11972.3,109.1,7200.1,57617.8,57456.7,57226.0,14062.3,15220.5,14615.6,26456.1,2285.0,5202,182.4,521.0,4597.4,-4125.2,24084.0,-23357.9,7407.4,14592.0,33833.7,5698.1,5715.2,-38074.1,-23722.9,-65673.3,9252.3,38074.1,65673.3,23722.9,9252.3,5423,24757.7,379.6,790.6,4.024305555555555,56.32,380.6,784.0,3.988194444444444,55.62,3064.0,3201,21.61111111111111,145323.0,145368,1009.3958333333334,7522.0,7904,53.48611111111112,0,0,0,0,77.11805555555556,76.65277777777777,409.36805555555554,GEARBOX,1,0.23033903740829997,False
2016-06-01 00:00:00+00:00,0,230818.5,190466.1,214929.8,9724.9,8827.0,11755,11540,11403,5134,7433,8269,4852,2044.1,1685.6,1903.7,2308.2,307.8,1089.6,203.8,-297.4,16106.3,3423,-10930,18837926.0,18826994.0,-6116,-3545411,-3551527,10388,12299,11470,5852,6245,4720,6490,5098,3693,-346.0,281.7,-181.3,126.7,14247,5874,5837,5772,5666,112957.6,136.4,7199.9,57474.6,57256.8,57516.3,95188.1,98648.1,95082.6,178041.7,51658.7,6046,85.7,1061.7,28080.6,-21310.5,-16716.8,-23168.1,1207.3,113056.3,178096.1,50150.6,28050.2,-131017.5,-102203.9,-142421.2,8760.5,126894.3,142421.2,87914.8,12402.3,8223,16404.1,834.5,1468.7,8.131944444444445,110.45,842.8,1481.3,8.211111111111112,112.52,3200.0,3313,22.63888888888889,145178.0,145215,1008.3055555555557,6055.0,6382,43.15277777777778,0,0,0,0,159.55555555555554,161.15277777777777,408.28472222222223,GEARBOX,1,0.2114190791003421,False
2016-06-02 00:00:00+00:00,0,205476.3,156203.3,179546.3,12723.2,6772.0,9451,9415,9354,4998,7508,7960,4757,1815.9,1379.7,1585.5,1643.4,272.4,828.0,153.20000000000002,-498.0,21165.3,3545,-51096,8387899.0,8336802.0,-37582,-2568870,-2606449,8240,10306,9846,5527,6081,4848,6322,4835,3798,25.5,704.3,262.7,149.9,13199,5485,5440,5402,5437,50021.4,128.20000000000002,7200.1,57574.1,57386.1,57287.2,43926.7,46899.9,43825.9,91735.0,16690.7,5691,113.6,811.0,15818.8,-15639.1,-9345.4,-19951.9,1815.8,50644.8,94511.3,16945.7,15888.6,-113401.3,-72036.3,-124406.0,10428.1,113384.5,124406.0,71630.3,10480.3,7264,21663.5,631.7,1178.5,6.319444444444445,90.81,633.0,1185.5,6.344444444444445,92.72,3341.0,3469,23.59027777777778,144713.0,144756,1005.1041666666666,5701.0,5984,40.38194444444444,0,0,0,0,123.20833333333331,123.8125,405.0416666666667,GEARBOX,1,0.22712089524865797,False
2016-06-03 00:00:00+00:00,0,207966.1,149609.4,180729.7,16508.2,5916.0,8752,8702,8627,4598,7085,7602,4199,1841.6,1316.3,1598.1,1933.1,201.8,843.3,172.3,-500.8,34594.8,2875,-40501,9598187.0,9557687.0,-35173,-2288884,-2324057,9922,11412,10189,5552,5696,4496,6067,4017,3417,-44.5,1011.7,295.2,247.0,12110,5523,5472,5443,5418,57356.3,127.1,7200.1,57452.7,57241.6,57268.3,49621.7,52441.1,49957.9,108612.2,17669.6,5482,148.9,826.3,20152.6,-13946.2,-2294.2,-19425.2,2912.5,58143.1,112164.4,18291.5,20460.0,-104121.3,-70660.4,-124475.4,12010.4,103976.8,124475.4,68612.0,12343.4,6342,35095.1,574.7,1192.2,6.148611111111111,105.86,563.8,1199.1,6.126388888888889,110.62,2621.0,2753,18.57638888888889,144897.0,144945,1006.4375,11250.0,11639,79.43055555555556,0,0,0,0,119.81944444444444,119.36805555555556,406.34722222222223,GEARBOX,1,0.13087612424056586,False
2016-06-04 00:00:00+00:00,0,197264.5,157809.8,176590.5,10165.1,5855.0,8658,8653,8592,4239,6977,7494,4110,1744.3,1393.7,1561.3,1824.1,209.3,791.5,151.4,-123.6,42430.1,2789,-36459,7363990.0,7327527.0,-29726,-2285284,-2315009,10414,11926,10296,5556,5762,4331,6164,3902,3250,80.19999999999999,679.7,262.2,134.70000000000002,13125,5495,5450,5408,5428,43952.3,125.1,7200.0,57547.9,57357.1,57302.6,38695.4,41430.3,38583.7,83292.9,14624.9,5561,90.1,776.7,14569.3,-13887.1,-7064.9,-18571.7,2091.9,44349.9,85442.6,15260.2,14561.4,-107264.0,-65270.0,-123093.9,14112.5,107262.2,123093.9,65029.1,14124.5,5874,42554.0,601.0,1118.4,5.982638888888889,77.23,600.8,1114.8,5.975,77.98,2561.0,2681,18.09027777777778,145199.0,145238,1008.4444444444443,10602.0,10911,74.66666666666667,0,0,0,0,116.49305555555556,116.3125,408.40972222222223,GEARBOX,1,0.14194790355931258,False
2016-06-05 00:00:00+00:00,0,97442.2,72426.4,85613.9,6704.1,5070.0,6503,6512,6451,4497,6253,6240,4172,831.2,625.4,735.8,1294.2,132.9,484.3,110.0,-2989.9,31062.6,3138,-78792,3190297.0,3111506.0,-32089,-935089,-967177,10023,11229,9720,4992,5175,4534,5512,3769,3572,1783.5,2344.9,1957.6,97.3,8048,4886,4830,4835,4847,18666.2,130.9,7199.9,57623.6,57431.3,57179.5,17031.3,18588.5,17276.1,34400.9,4609.9,4681,55.1,479.6,6044.5,-5804.4,-2092.3,-9863.9,1374.4,19332.5,36588.1,6763.3,6002.3,-46054.5,-27761.0,-53853.1,5207.7,46054.5,53853.1,27761.0,5207.7,5010,36575.2,323.6,668.2,3.3854166666666665,42.34,322.3,669.5,3.3784722222222223,41.98,2913.0,3044,20.569444444444443,145130.0,145185,1008.0277777777778,10923.0,11227,76.84722222222223,0,2,1,0,64.36111111111111,64.11805555555556,407.96527777777777,GEARBOX,1,0.27608641577978693,False
2016-06-06 00:00:00+00:00,0,120406.4,70911.2,94169.0,15591.6,5537.0,6849,6889,6837,5009,6417,6645,4437,1054.7,594.1,808.5,1131.3,134.4,490.4,103.2,1832.9,21997.2,3397,-108784,1745267.0,1636488.0,-87395,-631717,-719112,10312,11505,9960,5330,5546,4943,5852,4146,3944,1353.8,2969.9,1899.8,411.8,8939,5198,5134,5138,5258,9814.0,112.1,7200.2,57622.4,57469.1,57246.0,11041.3,12140.8,11427.4,25016.6,-697.1,5149,145.4,488.7,5087.5,-4312.4,15691.4,-16730.1,4678.1,11513.2,28337.1,2671.0,5387.2,-38603.2,-13083.8,-65936.5,12659.5,38603.2,65936.5,13083.8,12659.5,5151,30244.2,364.9,741.9,3.813194444444445,45.54,368.0,741.4,3.8291666666666666,45.64,3185.0,3317,22.59722222222222,145286.0,145327,1009.0555555555557,8158.0,8655,58.29861111111112,0,0,0,0,73.02777777777777,73.28472222222223,409.0138888888889,GEARBOX,1,0.12121828753703814,False
2016-06-07 00:00:00+00:00,0,198365.6,157622.7,179342.0,11088.8,8770.0,12951,12534,12371,5905,7420,8168,5125,1744.6,1396.1,1585.2,2433.8,386.9,1363.9,236.4,-192.8,14244.2,3647,-86475,22644788.0,22558314.0,-61411,-3200797,-3262207,11740,13657,12963,6069,6577,4915,6880,5647,3937,1295.8,2909.8,1982.8,417.3,13911,6077,6053,5959,5856,135357.7,128.9,7200.6,57574.4,57361.5,57687.3,114797.1,116770.8,114283.9,166621.2,95268.4,6591,96.3,1344.9,14537.2,-19573.5,-12170.6,-23397.7,1957.5,168453.4,193449.8,123982.4,12471.1,-83230.5,-64751.8,-111543.4,9712.5,72962.7,103319.7,52212.8,10518.7,8081,14438.8,1035.1,1735.0,9.752777777777778,134.37,1035.5,1748.0,9.810416666666669,137.57,3446.0,3578,24.3125,145366.0,145411,1009.625,5700.0,6050,40.86111111111112,0,0,0,0,192.09027777777777,193.20138888888889,409.59722222222223,GEARBOX,1,0.1499198304637224,False
2016-06-08 00:00:00+00:00,0,243991.3,208076.3,229124.8,8584.1,10477.0,15272,14742,14528,6383,7605,8692,5500,2158.2,1844.5,2029.7,2704.5,390.6,1434.7,254.1,-6.399999999999999,15374.0,3762,-9224,30542809.0,30533583.0,-6046,-4134053,-4140100,11209,13903,14231,6356,6819,4951,6980,6067,3999,-223.0,850.8,260.7,293.0,15558,6420,6417,6287,6064,183205.0,141.1,7200.0,57463.1,57243.4,57735.3,153222.6,156252.5,152729.5,234652.1,126193.6,6793,75.4,1380.5,22709.4,-24841.0,-23012.3,-26539.6,931.9,185177.0,231974.6,124855.9,21495.0,-121587.4,-100220.8,-138097.8,8653.6,109194.6,129083.1,82904.3,11226.7,9800,15381.1,1094.7,1762.8,10.019444444444444,109.88,1099.2,1773.2,10.086111111111112,112.98,3545.0,3665,25.07638888888889,145243.0,145296,1008.7847222222222,7301.0,7638,51.8125,0,0,0,0,197.45138888888889,198.76388888888889,408.71527777777777,GEARBOX,1,0.11415574391250939,False
2016-06-09 00:00:00+00:00,0,152255.0,82484.3,117856.8,21430.9,7346.0,7809,7841,7793,5695,6827,7150,4874,1337.7,689.8000000000001,1032.1,1139.4,162.0,546.7,116.6,-506.0,25900.0,3799,-151623,1899701.0,1748078.0,-118974,-844026,-963001,8202,10063,9671,5555,6005,5199,6246,4874,4203,717.6999999999999,3564.7000000000003,1467.8,608.2,10439,5434,5375,5376,5524,10490.7,103.4,7199.8,57608.4,57446.9,57200.0,14531.8,15963.8,15053.0,27911.8,-933.4,5563,195.6,539.4,5944.5,-5791.7,30561.1,-34203.2,10473.1,12868.7,33286.6,3121.8,6345.7,-41613.3,-14502.9,-83221.8,17250.5,41613.3,83221.8,14502.9,17250.5,6396,26046.1,350.6,774.6,3.85,50.27,346.5,777.1,3.842361111111111,51.53,3582.0,3726,25.3125,144908.0,144943,1006.4166666666666,7373.0,7830,52.72916666666666,0,0,0,0,73.75,73.61111111111111,406.3611111111111,GEARBOX,1,0.2582532404687675,False
